,trade_date,Close_to_Close_Vol,EWMA_Vol,Parkinson_Vol,Garman_Klass_Vol,Rogers_Satchell_Vol,Yang_Zhang_Vol
0,2014-01-02,0.44708417,0.378343,0.12251119,,0.0,0.49532917
1,2014-01-03,0.41475606,0.36665042,0.12251119,,0.0,0.46075947
2,2014-01-06,0.3768738,0.35532205,0.12251119,,0.0,0.42397027
3,2014-01-07,0.36225201,0.3443463,,,,
4,2014-01-08,0.33791699,0.33371195,,,,
5,2014-01-09,0.33611039,0.32340816,,,,
6,2014-01-10,0.31348239,0.31342448,,,,
7,2014-01-13,0.30621448,0.30375078,,,,
8,2014-01-14,0.32487283,0.32019574,,,,
9,2014-01-15,0.32487283,0.31031636,,,,
10,2014-01-16,0.32487283,0.30074327,,,,
11,2014-01-17,0.31596415,0.29146683,,,,
12,2014-01-20,0.31673302,0.28480404,,,,
13,2014-01-21,0.32413461,0.2844452,,,,
14,2014-01-22,0.2788143,0.27567481,,,,
15,2014-01-23,0.2788143,0.26717579,,,,
16,2014-01-24,0.2788143,0.25893966,,,,
17,2014-01-27,0.2188192,0.2509582,,,,
18,2014-01-28,0.15259726,0.24322348,,,,
19,2014-01-29,0.15244303,0.2357278,,,,
20,2014-01-30,0.12984454,0.22846371,,,,
21,2014-02-07,0.12984454,0.22142402,,,,
22,2014-02-10,0.13352209,0.2169418,,,,
23,2014-02-11,0.14417308,0.21864063,,,,
24,2014-02-12,0.14662602,0.2141275,0.06467617,,0.0,
25,2014-02-13,0.14662602,0.20753128,0.06467617,,0.0,0.20844887
26,2014-02-14,0.14662602,0.20113861,0.06467617,,0.0,0.20844887
27,2014-02-17,0.14662602,0.19494319,0.06467617,,0.0,0.20844887
28,2014-02-18,0.14662602,0.1889389,0.06467617,,0.0,0.20844887
29,2014-02-19,0.14662602,0.18311981,0.06467617,,0.0,0.20844887
30,2014-02-20,0.09076916,0.17748018,0.06467617,0.04944856,0.0,0.17029112
31,2014-02-21,0.09076916,0.17201447,0.06467617,0.04944856,0.0,0.17029112
32,2014-02-24,0.09076916,0.16671728,0.06467617,0.04944856,0.0,0.17029112
33,2014-02-25,0.09076916,0.16158341,0.06467617,0.04944856,0.0,0.17029112
34,2014-02-26,0.08219478,0.1566078,0.06467617,0.05316708,0.0,0.16672226
35,2014-02-27,0.06182473,0.15178555,0.06467617,0.06474537,0.0,0.15327444
36,2014-02-28,0.1798377,0.24905656,0.06468338,,0.0,0.24448917
37,2014-03-03,0.17989923,0.24138988,0.06468338,,0.0,0.24449078
38,2014-03-04,0.17989923,0.23395767,0.06468338,,0.0,0.24449078
39,2014-03-05,0.17989923,0.22675446,0.06468338,,0.0,0.24449078
40,2014-03-06,0.17989923,0.2197732,0.06468338,,0.0,0.24449078
41,2014-03-07,0.17989923,0.21300702,0.06468338,,0.0,0.24449078
42,2014-03-10,0.17989923,0.20644929,0.06468338,,0.0,0.24449078
43,2014-03-11,0.17989923,0.20009357,0.06468338,,0.0,0.24449078
44,2014-03-12,0.17962909,0.19393363,0.00096582,,0.0,0.20124035
45,2014-03-13,0.17481615,0.18796342,0.00096582,,0.0,0.19273416
46,2014-03-14,0.17404189,0.1821771,0.00096582,,0.0,0.19048015
47,2014-03-17,0.23056924,0.25532788,0.00109043,,0.0,0.25895473
48,2014-03-18,0.27080582,0.30798943,0.03577821,,0.0,0.28583652
49,2014-03-19,0.28132876,0.32139886,0.03577821,,0.0,0.3120088
50,2014-03-20,0.31468806,0.33885891,0.06217594,,0.0,0.31719504
51,2014-03-21,0.32196436,0.34612498,0.16806662,,0.23254992,0.41304668
52,2014-03-24,0.34809771,0.35782,0.16806662,,0.23254992,0.43257382
53,2014-03-25,0.34768337,0.34692569,0.16806662,,0.23254992,0.43266166
54,2014-03-26,0.34768337,0.33624687,0.16806662,,0.23254992,0.43266166
55,2014-03-27,0.3472231,0.32605524,0.16806662,,0.23254992,0.43277061
56,2014-03-28,0.3472231,0.31601902,0.16806662,,0.23254992,0.43277061
57,2014-03-31,0.3482552,0.30662164,0.1765618,,0.23895224,0.44151927
58,2014-04-01,0.31897163,0.30609358,0.17655916,0.06888486,0.23895224,0.4035944
59,2014-04-02,0.31894249,0.29667201,0.17655916,0.06888667,0.23895224,0.40359342
60,2014-04-03,0.31894249,0.2875405,0.17655916,0.06888667,0.23895224,0.40359342
61,2014-04-04,0.32016023,0.27954358,0.17655916,0.06787742,0.23895224,0.40413206
62,2014-04-08,0.32016023,0.27093938,0.17655916,0.06787742,0.23895224,0.40413206
63,2014-04-09,0.32016023,0.26260007,0.17655916,0.06787742,0.23895224,0.40413206
64,2014-04-10,0.32016023,0.25451747,0.17655916,0.06787742,0.23895224,0.40413206
65,2014-04-11,0.32016023,0.24668368,0.17655916,0.06787742,0.23895224,0.40413206
66,2014-04-14,0.32016023,0.23909105,0.17655916,0.06787742,0.23895224,0.40413206
67,2014-04-15,0.32016023,0.23173214,0.17655916,0.06787742,0.23895224,0.40413206
68,2014-04-16,0.32016023,0.22459976,0.17655916,0.06787742,0.23895224,0.40413206
69,2014-04-17,0.27899252,0.21768693,0.17655843,0.12024839,0.23895224,0.36407123
70,2014-04-18,0.22597347,0.21098689,0.17289878,0.14974783,0.23895224,0.34336991
71,2014-04-21,0.19594221,0.20449308,0.17289878,0.1628947,0.23895224,0.3197748
72,2014-04-22,0.1614205,0.19819917,0.16525199,0.16763969,0.23895224,0.31463108
73,2014-04-23,0.12422117,0.19209898,0.05410804,,0.05494273,0.17028755
74,2014-04-24,0.06791662,0.18618657,0.05410804,0.04744301,0.05494273,0.11173765
75,2014-04-25,0.06697493,0.18045614,0.05410804,0.04769644,0.05494273,0.11139705
76,2014-04-28,0.06697493,0.1749021,0.05410804,0.04769644,0.05494273,0.11139705
77,2014-04-29,0.06579393,0.16951901,0.05410804,0.04800901,0.05494273,0.11097302
78,2014-04-30,0.06579393,0.16430161,0.05410804,0.04800901,0.05494273,0.11097302
79,2014-05-05,0.06537473,0.1592448,,,0.0,0.06830917
80,2014-05-06,0.01890219,0.15434363,,,0.0,0.02085847
81,2014-05-07,0.01890219,0.14959332,,,0.0,0.02085847
82,2014-05-08,0.01890219,0.14498922,,,0.0,0.02085847
83,2014-05-09,0.0,0.14052684,,0.0,0.0,
84,2014-05-12,0.0,0.13620179,,0.0,0.0,
85,2014-05-13,0.0,0.13200987,,0.0,0.0,
86,2014-05-14,0.0,0.12794697,,0.0,0.0,
87,2014-05-15,0.0,0.12400912,,0.0,0.0,
88,2014-05-16,0.0,0.12019246,,0.0,0.0,
89,2014-05-19,0.0,0.11649328,,0.0,0.0,
90,2014-05-20,0.0,0.11290795,,0.0,0.0,
91,2014-05-21,0.0,0.10943298,,0.0,0.0,
92,2014-05-22,0.0,0.10606495,,0.0,0.0,
93,2014-05-23,0.0,0.10280059,,0.0,0.0,
94,2014-05-26,0.0,0.09963669,,0.0,0.0,
95,2014-05-27,0.0,0.09657017,,0.0,0.0,
96,2014-05-28,0.0,0.09359804,,0.0,0.0,
97,2014-05-29,0.0,0.09071738,,0.0,0.0,
98,2014-05-30,0.0,0.08792537,,0.0,0.0,
99,2014-06-03,0.0,0.0852193,,0.0,0.0,
100,2014-06-04,0.0,0.08259652,,0.0,0.0,
101,2014-06-05,0.0,0.08005445,,0.0,0.0,
102,2014-06-06,0.0,0.07759063,,0.0,0.0,
103,2014-06-09,0.0,0.07520263,,0.0,0.0,
104,2014-06-10,0.0,0.07288814,,0.0,0.0,
105,2014-06-11,0.0,0.07064487,,0.0,0.0,
106,2014-06-12,0.0,0.06847065,,0.0,0.0,
107,2014-06-13,0.0,0.06636334,,0.0,0.0,
108,2014-06-16,0.0,0.06432089,,0.0,0.0,
109,2014-06-17,0.0,0.0623413,,0.0,0.0,
110,2014-06-18,0.0,0.06042263,,0.0,0.0,
111,2014-06-19,0.0,0.05856302,,0.0,0.0,
112,2014-06-20,0.0,0.05676064,,0.0,0.0,
113,2014-06-23,0.0,0.05501373,,0.0,0.0,
114,2014-06-24,0.0,0.05332059,,0.0,0.0,
115,2014-06-25,0.0,0.05167956,,0.0,0.0,
116,2014-06-26,0.0,0.05008903,,0.0,0.0,
117,2014-06-27,0.0,0.04854745,,0.0,0.0,
118,2014-06-30,0.0,0.04705332,,0.0,0.0,
119,2014-07-01,0.0,0.04560518,,0.0,0.0,
120,2014-07-02,0.0,0.0442016,,0.0,0.0,
121,2014-07-03,0.0,0.04284122,,0.0,0.0,
122,2014-07-04,0.0,0.04152271,,0.0,0.0,
123,2014-07-07,0.0,0.04024478,,0.0,0.0,
124,2014-07-08,0.0,0.03900618,,0.0,0.0,
125,2014-07-09,0.0,0.03780569,,0.0,0.0,
126,2014-07-10,0.0,0.03664216,,0.0,0.0,
127,2014-07-11,0.0,0.03551444,,0.0,0.0,
128,2014-07-14,0.0,0.03442142,,0.0,0.0,
129,2014-07-15,0.11414756,0.135963,,,0.0,0.12595691
130,2014-07-16,0.11414756,0.13177851,,,0.0,0.12595691
131,2014-07-17,0.11414756,0.12772281,,,0.0,0.12595691
132,2014-07-18,0.11414756,0.12379193,,,0.0,0.12595691
133,2014-07-21,0.11414756,0.11998202,,,0.0,0.12595691
134,2014-07-22,0.20321162,0.23179153,,,0.0,0.22930366
135,2014-07-23,0.20321162,0.22465776,,,0.0,0.22930366
136,2014-07-24,0.20321162,0.21774354,,,0.0,0.22930366
137,2014-07-25,0.2683584,0.28209275,,,0.0,0.29082166
138,2014-07-28,0.26880714,0.27368752,,,0.0,0.29105918
139,2014-07-29,0.26880714,0.26526433,,,0.0,0.29105918
140,2014-07-30,0.26880714,0.25710038,,,0.0,0.29105918
141,2014-07-31,0.28575975,0.27591355,,,0.0,0.31230055
142,2014-08-01,0.28575975,0.26742186,,,0.0,0.31230055
