,trade_date,Close_to_Close_Vol,EWMA_Vol,Parkinson_Vol,Garman_Klass_Vol,Rogers_Satchell_Vol,Yang_Zhang_Vol
0,2018-03-27,,0.21936982,,,,
1,2018-03-28,,0.40175924,,,,
2,2018-03-29,,0.32321907,,,,
3,2018-03-30,,0.34769782,,,,
4,2018-04-02,,0.31312791,,,,
5,2018-04-03,,0.3700475,,,,
6,2018-04-04,,0.33732392,,,,
7,2018-04-09,,0.31051407,,,,
8,2018-04-10,,0.33105868,,,,
9,2018-04-11,,0.3143669,,,,
10,2018-04-12,,0.32734427,,,,
11,2018-04-13,,0.30871605,,,,
12,2018-04-16,,0.29316884,,,,
13,2018-04-17,,0.27985066,,,,
14,2018-04-18,,0.26690688,,,,
15,2018-04-19,,0.2820791,,,,
16,2018-04-20,,0.27211304,,,,
17,2018-04-23,,0.26165149,,,,
18,2018-04-24,,0.26257371,,,,
19,2018-04-25,,0.2693283,,,,
20,2018-04-26,,0.26033233,,,,
21,2018-04-27,0.27666324,0.2511841,0.2657633,,0.25279173,
22,2018-05-02,0.27159171,0.24109951,0.25233809,0.24630518,0.22829175,0.29581807
23,2018-05-03,0.24263537,0.23411423,0.23051939,0.2247012,0.21797634,0.27995011
24,2018-05-04,0.24227701,0.22496285,0.22624561,0.21862548,0.2074819,0.26687693
25,2018-05-07,0.24190002,0.2425991,0.21902727,0.20837689,0.20402874,0.26578585
26,2018-05-08,0.23780927,0.23352807,0.21732808,0.20670161,0.20225362,0.26540467
27,2018-05-09,0.19527677,0.23185222,0.22695728,0.23050186,0.23412638,0.28061277
28,2018-05-10,0.20080715,0.24533931,0.22971896,0.2289159,0.23276874,0.28084854
29,2018-05-11,0.20987875,0.24094752,0.22999715,0.22817608,0.2348396,0.2816936
30,2018-05-14,0.20655841,0.23768838,0.22704207,0.22999117,0.23520861,0.2777315
31,2018-05-15,0.20867941,0.23810821,0.22663813,0.22819613,0.23343056,0.27262279
32,2018-05-16,0.1965629,0.22970931,0.22023347,0.22591813,0.22735324,0.26612907
33,2018-05-17,0.19960285,0.23457549,0.22760011,0.23276458,0.23231003,0.26808042
34,2018-05-18,0.19566376,0.22983054,0.22653105,0.23080729,0.23115368,0.27135227
35,2018-05-21,0.20181013,0.22464754,0.22789123,0.23244673,0.23245159,0.27238311
36,2018-05-22,0.20180971,0.21817434,0.22466101,0.22802313,0.22991654,0.26816478
37,2018-05-23,0.19049702,0.21080201,0.22316373,0.23202786,0.23150796,0.26011602
38,2018-05-24,0.18517101,0.20371073,0.22375255,0.2335562,0.23411197,0.2621125
39,2018-05-25,0.19756157,0.20714366,0.22207445,0.22937949,0.23260654,0.26290915
40,2018-05-28,0.22392239,0.23675902,0.21652542,0.21510874,0.23558827,0.27433945
41,2018-05-29,0.20915496,0.22906151,0.21115651,0.2121822,0.23381722,0.27294824
42,2018-05-30,0.20848807,0.22149042,0.20984205,0.21099407,0.2337381,0.27330042
43,2018-05-31,0.21518383,0.22668671,0.21435629,0.21414272,0.2374055,0.27532128
44,2018-06-01,0.21469238,0.22005518,0.21910053,0.22050722,0.2465495,0.28164
45,2018-06-04,0.21718102,0.21531285,0.21657905,0.21699792,0.24533494,0.27968239
46,2018-06-05,0.22108648,0.21216866,0.2190467,0.21939306,0.24873727,0.28188751
47,2018-06-06,0.20543907,0.20555111,0.21623492,0.22184394,0.25072233,0.28187196
48,2018-06-07,0.20543751,0.19902866,0.21772653,0.22385814,0.25182113,0.28209937
49,2018-06-08,0.20136606,0.19380188,0.19865536,0.19936946,0.22282226,0.26074434
50,2018-06-11,0.18336274,0.18770067,0.19568241,0.20153018,0.22723922,0.25889781
51,2018-06-12,0.18308152,0.18583152,0.19712122,0.20373187,0.22679942,0.25794196
52,2018-06-13,0.18698394,0.19114346,0.19605334,0.20097675,0.22619144,0.25712764
53,2018-06-14,0.18110986,0.18757827,0.19572037,0.20245755,0.22699466,0.25771056
54,2018-06-15,0.18113244,0.1817715,0.19523546,0.20177125,0.22667179,0.25485239
55,2018-06-19,0.17415049,0.18564058,0.18773381,0.19300855,0.22264299,0.25509185
56,2018-06-20,0.17333722,0.18284351,0.18808751,0.19370329,0.2225855,0.25063982
57,2018-06-21,0.17383865,0.18103424,0.18935413,0.19519042,0.22216425,0.2500074
58,2018-06-22,0.17166819,0.17545275,0.18961773,0.19586274,0.22398602,0.25185477
59,2018-06-25,0.18299612,0.1816088,0.18681012,0.18904874,0.2204501,0.25324559
60,2018-06-26,0.18761391,0.18086674,0.18488984,0.18506762,0.21715752,0.2520051
61,2018-06-27,0.20510337,0.20764679,0.19540271,0.19331308,0.22117139,0.25735625
62,2018-06-28,0.17473537,0.20689783,0.1891188,0.19395873,0.21384214,0.24145241
63,2018-06-29,0.17554154,0.20270377,0.18934171,0.19363512,0.21363009,0.24209055
64,2018-07-02,0.17889452,0.2035928,0.19106401,0.19385216,0.21789195,0.24724156
65,2018-07-03,0.17103544,0.19778425,0.18762802,0.19288487,0.21626264,0.24548164
66,2018-07-04,0.17971039,0.19894309,0.18586951,0.18860388,0.20930468,0.23885331
67,2018-07-05,0.17612628,0.19286203,0.18680053,0.1905879,0.21032362,0.24000708
68,2018-07-06,0.17203009,0.18744999,0.1857001,0.19009462,0.20859266,0.23743991
69,2018-07-09,0.17100714,0.18229556,0.18575703,0.19006034,0.20618164,0.23526032
70,2018-07-10,0.1750969,0.1854236,0.18578072,0.18771094,0.2043115,0.23482727
71,2018-07-11,0.17517365,0.18115401,0.18630328,0.18835188,0.20348153,0.23481197
72,2018-07-12,0.20971371,0.21271112,0.19689207,0.19228787,0.20867287,0.24408077
73,2018-07-13,0.20876727,0.20644662,0.19584799,0.1918052,0.20906196,0.24641648
74,2018-07-16,0.19877738,0.20013507,0.19473514,0.19323664,0.21031568,0.24721115
75,2018-07-17,0.22022642,0.21942164,0.1966499,0.18872078,0.21006526,0.25350062
76,2018-07-18,0.22030454,0.21344096,0.19653483,0.18832885,0.21056263,0.25495717
77,2018-07-19,0.21409295,0.2101573,0.19832995,0.19243171,0.21269909,0.25305056
78,2018-07-20,0.21734803,0.21186779,0.2014511,0.19517068,0.21183885,0.2548841
79,2018-07-23,0.21532236,0.20669062,0.19798093,0.19080573,0.20799539,0.25276794
80,2018-07-24,0.21551359,0.20319147,0.19655308,0.1878884,0.20635897,0.25313555
81,2018-07-25,0.21597203,0.20766569,0.19918666,0.19145444,0.20469099,0.2482568
82,2018-07-26,0.2145233,0.20131175,0.19939184,0.19303507,0.20555163,0.24898315
83,2018-07-27,0.19554905,0.19655792,0.18899062,0.18714198,0.20013208,0.24120296
84,2018-07-30,0.19268899,0.19187593,0.18723449,0.18606728,0.19915199,0.23519948
85,2018-07-31,0.19226573,0.18765193,0.18501345,0.18317678,0.19678522,0.23446436
86,2018-08-01,0.20001156,0.19720556,0.18534633,0.181301,0.18913311,0.2275418
87,2018-08-02,0.19961662,0.19113627,0.18432568,0.18002069,0.1845998,0.22848195
88,2018-08-03,0.20366738,0.2000073,0.18532154,0.17914502,0.17844639,0.22857386
89,2018-08-06,0.20563241,0.19765342,0.1906263,0.1855801,0.18570432,0.2378323
90,2018-08-07,0.23327187,0.23605064,0.19759876,0.18100557,0.18172927,0.2443156
91,2018-08-08,0.25446652,0.25103037,0.2450046,0.24256232,0.23358374,0.28358136
92,2018-08-09,0.25290806,0.24522174,0.24968993,0.25037689,0.24301301,0.29680873
93,2018-08-10,0.25714251,0.24348547,,,,
94,2018-08-13,0.23293436,0.23710154,,,,
95,2018-08-14,0.23509072,0.23540821,,,,
96,2018-08-15,0.24000181,0.23254057,,,,
97,2018-08-16,0.23731689,0.24445957,,,,
98,2018-08-17,0.23764744,0.23710821,,,,
99,2018-08-20,0.23976579,0.23359701,,,,
100,2018-08-21,0.23697054,0.22983182,,,,
101,2018-08-22,0.24129887,0.23178128,,,,
102,2018-08-23,0.24070177,0.22616633,,,,
103,2018-08-24,0.2356746,0.22112413,,,,
104,2018-08-27,0.235931,0.2144454,,,,
105,2018-08-28,0.23531773,0.20803916,,,,
106,2018-08-29,0.23607369,0.2034045,,,,
107,2018-08-30,0.25300761,0.22499804,,,,
108,2018-08-31,0.24197624,0.21824988,,,,
109,2018-09-03,0.2433434,0.21256078,,,,
110,2018-09-04,0.23595267,0.20700064,,,,
111,2018-09-05,0.23492226,0.2015647,,,,
112,2018-09-06,0.2006748,0.19559961,,,,
113,2018-09-07,0.18056119,0.19110482,,,,
114,2018-09-10,0.18500247,0.19403318,0.21863956,,0.22998323,
115,2018-09-11,0.17782582,0.18806309,0.21333537,0.22624664,0.22768773,0.25343798
116,2018-09-12,0.19026824,0.20135025,0.22208841,0.23346635,0.23142937,0.2571389
117,2018-09-13,0.18776704,0.19607322,0.21834758,0.22994269,0.22721229,0.25481573
118,2018-09-14,0.19018014,0.19793616,0.21504485,0.22491533,0.22604158,0.25449425
119,2018-09-17,0.16719816,0.19241428,0.20511033,0.21755378,0.21886555,0.24149601
120,2018-09-18,0.1706924,0.18946955,0.20567776,0.21761006,0.21836309,0.23861958
121,2018-09-19,0.16608514,0.18796904,0.18326792,0.18791959,0.1891015,0.21616197
122,2018-09-20,0.16814255,0.18969842,0.18064235,0.18339332,0.18284484,0.21163552
123,2018-09-21,0.16528759,0.18594977,0.17617058,0.17995796,0.17806984,0.2043197
124,2018-09-25,0.19204639,0.21815661,0.17715477,0.16938158,0.17738413,0.21561451
125,2018-09-26,0.19258022,0.21450568,0.17306946,0.16301595,0.17200443,0.21390753
126,2018-09-27,0.19173745,0.20935297,0.17486627,0.16517393,0.17225243,0.21556764
127,2018-09-28,0.19288889,0.20703523,0.17956007,0.17065465,0.17743695,0.22125664
128,2018-10-08,0.19222611,0.20979847,0.18109358,0.17032818,0.18209684,0.23392331
129,2018-10-09,0.20362081,0.2451031,0.20072173,0.19333906,0.19088813,0.24249417
130,2018-10-10,0.20332242,0.23930899,0.20451194,0.19821855,0.19801649,0.25477274
131,2018-10-11,0.25278088,0.27850061,0.22841379,0.21651589,0.21571369,0.27136601
132,2018-10-12,0.25356309,0.26999682,0.23416073,0.22510372,0.22882181,0.28545602
133,2018-10-15,0.25205611,0.26168884,0.23485328,0.22634257,0.23585785,0.28755676
134,2018-10-16,0.26790507,0.26925353,0.24294642,0.23292334,0.24148699,0.29174543
135,2018-10-17,0.26676502,0.26426821,0.24410467,0.23388324,0.2410917,0.29203248
136,2018-10-18,0.27608123,0.26798697,0.2432616,0.23086803,0.24168133,0.29410867
137,2018-10-19,0.27718736,0.26054451,0.24735439,0.23656453,0.24753057,0.30385282
138,2018-10-22,0.27148139,0.25797776,0.23997661,0.22867226,0.24348138,0.30192037
139,2018-10-23,0.27324578,0.25268799,0.23803969,0.22522445,0.24138047,0.29996125
140,2018-10-24,0.29289146,0.27650032,0.2430637,0.22403794,0.24607741,0.30948059
141,2018-10-25,0.29271634,0.26799035,0.24506938,0.22718683,0.24858073,0.31300839
142,2018-10-26,0.2909859,0.26014843,0.24452765,0.22695655,0.24912389,0.31501532
143,2018-10-29,0.28972325,0.25264836,0.24605896,0.23009316,0.25256778,0.31465998
144,2018-10-30,0.28801747,0.24787204,0.24341915,0.22700868,0.25099616,0.31319151
145,2018-10-31,0.2898795,0.24455914,0.24672438,0.23107716,0.25849941,0.3203866
146,2018-11-01,0.27847579,0.25439706,0.24950627,0.23919552,0.25948076,0.3129801
147,2018-11-02,0.28386571,0.26248647,0.26235945,0.25370377,0.27322494,0.32715686
148,2018-11-05,0.2817218,0.25454679,0.26139169,0.25262173,0.27356616,0.32826215
149,2018-11-06,0.27692463,0.24719014,0.2614755,0.25357464,0.27406629,0.32747424
150,2018-11-07,0.27043781,0.24957548,0.26589848,0.25923703,0.27656789,0.32450087
151,2018-11-08,0.23524443,0.24477476,0.24825366,0.24422424,0.27034613,0.31908656
152,2018-11-09,0.23083482,0.24536322,0.24755096,0.24138943,0.26612676,0.30998338
153,2018-11-12,0.20815497,0.23913899,0.23419071,0.23674131,0.25872047,0.30420773
154,2018-11-13,0.22068357,0.25782141,0.23536283,0.23049167,0.24893082,0.29279676
155,2018-11-14,0.23671612,0.28383525,0.24337212,0.23063668,0.24607925,0.30232872
156,2018-11-15,0.23151966,0.27724019,0.23986902,0.22993439,0.24781402,0.30828645
157,2018-11-16,0.22739519,0.26973454,0.23774803,0.2276133,0.24719542,0.30698598
158,2018-11-19,0.22478713,0.2615414,0.2387654,0.23294405,0.247936,0.3068448
159,2018-11-20,0.22609867,0.2608938,,,,
160,2018-11-21,0.23376601,0.29396599,,,,
161,2018-11-22,0.23373336,0.28752332,,,,
162,2018-11-23,0.22484291,0.29288148,,,,
163,2018-11-26,0.23415095,0.3119619,,,,
164,2018-11-27,0.23039537,0.30245276,,,,
165,2018-11-28,0.25425677,0.3037519,,,,
166,2018-11-29,0.26249734,0.33545206,,,,
167,2018-11-30,0.28681649,0.33512032,,,,
168,2018-12-03,0.31937131,0.34806394,,,,
169,2018-12-04,0.31739946,0.33738179,,,,
170,2018-12-05,0.31783873,0.3333439,,,,
171,2018-12-06,0.31748995,0.32404274,,,,
172,2018-12-07,0.3210227,0.32940083,,,,
173,2018-12-10,0.35813141,0.3566664,,,,
174,2018-12-11,0.36121341,0.35801409,,,,
175,2018-12-12,0.3670037,0.35233484,,,,
176,2018-12-13,0.35935219,0.34276366,,,,
177,2018-12-14,0.34616885,0.33223505,,,,
178,2018-12-17,0.34626443,0.3241556,,,,
179,2018-12-18,0.35490064,0.33794746,,,,
180,2018-12-19,0.37147795,0.36334375,,,,
181,2018-12-20,0.3710936,0.35239151,,,,
182,2018-12-21,0.35892397,0.35180698,,,,
183,2018-12-24,0.35922279,0.34440412,,,,
184,2018-12-25,0.43063711,0.45447025,,,,
185,2018-12-26,0.42548977,0.44087717,,,,
186,2018-12-27,0.50248201,0.50843759,,,,
187,2018-12-28,0.49453954,0.49475692,,,,
188,2019-01-02,0.48254277,0.48708572,,,,
189,2019-01-03,0.49755291,0.49531242,,,,
190,2019-01-04,0.49769574,0.49625752,,,,
191,2019-01-07,0.50669407,0.48973902,,,,
192,2019-01-08,0.50473187,0.47505569,,,,
193,2019-01-09,0.51441408,0.47175458,,,,
194,2019-01-10,0.50956505,0.45980207,,,,
195,2019-01-11,0.49111654,0.44841909,,,,
196,2019-01-14,0.49408319,0.44890927,,,,
197,2019-01-15,0.49069438,0.43532196,,,,
198,2019-01-16,0.49397039,0.42637893,,,,
199,2019-01-17,0.49447287,0.41379965,,,,
200,2019-01-18,0.49659866,0.40582896,,,,
201,2019-01-21,0.48559231,0.39804627,0.38987646,,0.36496872,
202,2019-01-22,0.46394255,0.38771063,0.37932947,0.34449998,0.35900177,0.44408227
203,2019-01-23,0.46426406,0.37625489,0.37843212,0.34304629,0.35846193,0.44168272
204,2019-01-24,0.46078207,0.36974622,0.37913352,0.34554224,0.3577917,0.43956326
205,2019-01-25,0.45771812,0.36137612,0.37455794,0.33863131,0.3493116,0.4270914
206,2019-01-28,0.36173366,0.35942132,0.33495107,0.3184133,0.32988964,0.40063362
207,2019-01-29,0.36573629,0.34987656,0.33161738,0.31320957,0.3247595,0.3878321
208,2019-01-30,0.29132974,0.3445784,0.29507322,0.29540224,0.30542119,0.35889198
209,2019-01-31,0.28766041,0.33919797,0.29170729,0.28994557,0.30064985,0.34937324
210,2019-02-01,0.28518314,0.33761184,0.29094808,0.28958905,0.30628088,0.35307013
211,2019-02-11,0.26352758,0.33243753,0.2557533,0.250397,0.26499375,0.32229261
212,2019-02-12,0.2469891,0.3228303,0.24760711,0.24794541,0.25622602,0.29581808
213,2019-02-13,0.23843568,0.31631005,0.24333768,0.2457859,0.25300454,0.28880808
214,2019-02-14,0.24477903,0.31764936,0.24221221,0.24032784,0.24581031,0.28432072
215,2019-02-15,0.23174638,0.30866199,0.24194405,0.24595483,0.24948489,0.28721294
216,2019-02-18,0.23632095,0.30861214,0.27318373,0.28604283,0.30523868,0.32993917
217,2019-02-19,0.23409823,0.29911529,,,,
218,2019-02-20,0.2117159,0.29277839,,,,
219,2019-02-21,0.21178203,0.28387206,,,,
220,2019-02-22,0.20770455,0.27516864,,,,
221,2019-02-25,0.21802573,0.27506218,,,,
222,2019-02-26,0.24642208,0.30154053,,,,
223,2019-02-27,0.24379854,0.29595859,,,,
224,2019-02-28,0.24201551,0.28712058,,,,
225,2019-03-01,0.25233729,0.29080285,,,,
226,2019-03-04,0.26763279,0.30499372,,,,
227,2019-03-05,0.26469637,0.2959559,,,,
228,2019-03-06,0.25655317,0.28918613,,,,
229,2019-03-07,0.25450885,0.28056254,,,,
230,2019-03-08,0.25083193,0.27323922,,,,
231,2019-03-11,0.24629534,0.26592139,,,,
232,2019-03-12,0.23823562,0.26079081,,,,
233,2019-03-13,0.23341014,0.25302236,,,,
234,2019-03-14,0.23785293,0.25311217,,,,
235,2019-03-15,0.23550678,0.24612044,,,,
236,2019-03-18,0.22556994,0.23929657,,,,
237,2019-03-19,0.22928655,0.23779534,,,,
238,2019-03-20,0.21947455,0.23048313,,,,
239,2019-03-21,0.22460301,0.2298921,,,,
240,2019-03-22,0.22268575,0.2242548,,,,
241,2019-03-25,0.23702399,0.23594235,,,,
242,2019-03-26,0.23976193,0.23210628,,,,
243,2019-03-27,0.23345739,0.22755102,,,,
244,2019-03-28,0.19938291,0.22570954,,,,
245,2019-03-29,0.19851042,0.22244745,,,,
246,2019-04-01,0.19915777,0.2173122,,,,
247,2019-04-02,0.19687926,0.22404372,,,,
248,2019-04-03,0.16081182,0.21791335,,,,
249,2019-04-04,0.16321934,0.21308468,,,,
250,2019-04-08,0.16668073,0.21471163,,,,
251,2019-04-09,0.16666994,0.20881306,,,,
252,2019-04-10,0.16551123,0.20342066,,,,
253,2019-04-11,0.16630399,0.20041642,,,,
254,2019-04-12,0.17171791,0.19834264,,,,
255,2019-04-15,0.17530037,0.19427593,,,,
256,2019-04-16,0.17669887,0.19526417,,,,
257,2019-04-17,0.18131473,0.19685751,,,,
258,2019-04-18,0.18288919,0.19321795,,,,
259,2019-04-19,0.17918456,0.18923522,,,,
260,2019-04-22,0.20290929,0.21685582,,,,
261,2019-04-23,0.20472468,0.21972393,,,,
262,2019-04-24,0.20301657,0.21320607,,,,
263,2019-04-25,0.1856172,0.2179752,,,,
264,2019-04-26,0.19714524,0.22003841,,,,
265,2019-04-29,0.22839813,0.24527075,,,,
266,2019-04-30,0.2241495,0.24084556,,,,
267,2019-05-06,0.25230369,0.26577949,,,,
268,2019-05-07,0.26737539,0.27924288,,,,
269,2019-05-08,0.26106426,0.27166088,,,,
270,2019-05-09,0.26076686,0.26334502,,,,
271,2019-05-10,0.26225011,0.25978438,,,,
272,2019-05-13,0.26466319,0.26194941,,,,
273,2019-05-14,0.26459255,0.25391799,,,,
274,2019-05-15,0.2648399,0.24873039,,,,
275,2019-05-16,0.26554684,0.24495952,,,,
276,2019-05-17,0.26340781,0.2411429,,,,
277,2019-05-20,0.26460815,0.24241708,,,,
278,2019-05-21,0.27208843,0.24908903,,,,
279,2019-05-22,0.27248861,0.24358544,,,,
280,2019-05-23,0.28460627,0.2532587,,,,
281,2019-05-24,0.32106912,0.29631305,,,,
282,2019-05-27,0.30344206,0.28813145,,,,
283,2019-05-28,0.30261745,0.28552212,,,,
284,2019-05-29,0.30301184,0.27790601,,,,
285,2019-05-30,0.29592692,0.27001713,,,,
286,2019-05-31,0.3548092,0.35533812,,,,
287,2019-06-03,0.36546057,0.38029487,,,,
288,2019-06-04,0.36330738,0.37430023,,,,
289,2019-06-05,0.35336335,0.36351252,,,,
290,2019-06-06,0.33797767,0.36168876,,,,
291,2019-06-10,0.37898752,0.3899785,,,,
292,2019-06-11,0.37903284,0.37952981,,,,
293,2019-06-12,0.37654091,0.37506574,,,,
294,2019-06-13,0.3714476,0.36607845,,,,
295,2019-06-14,0.37097393,0.35528427,,,,
296,2019-06-17,0.36763133,0.34436081,,,,
297,2019-06-18,0.38042179,0.37355175,,,,
298,2019-06-19,0.39456996,0.37707501,,,,
299,2019-06-20,0.3967235,0.37302947,,,,
300,2019-06-21,0.40208634,0.36620799,,,,
301,2019-06-24,0.41121029,0.39059439,,,,
302,2019-06-25,0.40854555,0.38265943,,,,
303,2019-06-26,0.39767874,0.38098959,,,,
304,2019-06-27,0.39759555,0.36695624,,,,
305,2019-06-28,0.39302796,0.3556274,,,,
306,2019-07-01,0.39983008,0.35106896,,,,
307,2019-07-02,0.40147791,0.34540611,,,,
308,2019-07-03,0.36716187,0.36960854,,,,
309,2019-07-04,0.34156248,0.35727456,,,,
310,2019-07-05,0.33695816,0.34492546,,,,
311,2019-07-08,0.34440233,0.34519772,,,,
