,trade_date,Close_to_Close_Vol,EWMA_Vol,Parkinson_Vol,Garman_Klass_Vol,Rogers_Satchell_Vol,Yang_Zhang_Vol
0,2014-01-02,0.04514366,0.0460571,,,,
1,2014-01-03,0.04655865,0.04642935,,,,
2,2014-01-06,0.0517019,0.05246183,,,,
3,2014-01-07,0.04944398,0.05059347,,,,
4,2014-01-08,0.05136861,0.05206117,,,,
5,2014-01-09,0.04992317,0.05203311,,,,
6,2014-01-10,0.04574915,0.05030144,,,,
7,2014-01-13,0.04640531,0.0504095,,,,
8,2014-01-14,0.04666924,0.04876477,,,,
9,2014-01-15,0.04677197,0.05041571,,,,
10,2014-01-16,0.04881551,0.05052673,,,,
11,2014-01-17,0.04891771,0.0490239,,,,
12,2014-01-20,0.05198991,0.05112949,,,,
13,2014-01-21,0.05205115,0.05020584,,,,
14,2014-01-22,0.05216837,0.04909296,,,,
15,2014-01-23,0.05250524,0.05065476,,,,
16,2014-01-24,0.05361562,0.05209253,,,,
17,2014-01-27,0.05491458,0.05700559,,,,
18,2014-01-28,0.0561544,0.05611143,,,,
19,2014-01-29,0.05299629,0.05526468,,,,
20,2014-01-30,0.04966265,0.05379883,,,,
21,2014-02-07,0.07238902,0.0859374,,,,
22,2014-02-10,0.07321947,0.08382471,0.06579042,,0.06694208,
23,2014-02-11,0.07674853,0.08873797,0.07076317,0.06475073,0.07043202,0.08111896
24,2014-02-12,0.07999416,0.08878624,0.07093852,0.06535002,0.07225271,0.08720703
25,2014-02-13,0.0811133,0.08657942,0.0711917,0.06550346,0.07302273,0.08768852
26,2014-02-14,0.08426719,0.08671852,0.0736819,0.06881246,0.07580299,0.09016425
27,2014-02-17,0.08646036,0.08611599,0.07438814,0.06945605,0.07595328,0.09081361
28,2014-02-18,0.09017103,0.09001325,0.07651021,0.07033674,0.07671286,0.09162198
29,2014-02-19,0.09123346,0.08816873,0.07604348,0.06961361,0.076673,0.09176675
30,2014-02-20,0.09110353,0.08583713,0.07630065,0.06986149,0.07639768,0.09151309
31,2014-02-21,0.09058017,0.08317878,0.07530774,0.06894917,0.07548265,0.09072962
32,2014-02-24,0.09187297,0.08576562,,,,
33,2014-02-25,0.09186349,0.08464465,,,,
34,2014-02-26,0.09085485,0.08305675,,,,
35,2014-02-27,0.09089518,0.0805031,,,,
36,2014-02-28,0.09090959,0.07810428,,,,
37,2014-03-03,0.09358594,0.08299012,,,,
38,2014-03-04,0.09409053,0.08088674,,,,
39,2014-03-05,0.09309331,0.07886173,,,,
40,2014-03-06,0.09268584,0.07812169,,,,
41,2014-03-07,0.09261435,0.07574266,,,,
42,2014-03-10,0.09804327,0.086,,,,
43,2014-03-11,0.08761116,0.08900238,,,,
44,2014-03-12,0.0868967,0.08624469,,,,
45,2014-03-13,0.08229631,0.08420556,,,,
46,2014-03-14,0.08069246,0.08421193,,,,
47,2014-03-17,0.08008692,0.08295624,,,,
48,2014-03-18,0.07790338,0.08434649,,,,
49,2014-03-19,0.07709915,0.08825961,,,,
50,2014-03-20,0.07581959,0.08982401,,,,
51,2014-03-21,0.0730755,0.0883806,,,,
52,2014-03-24,0.07337154,0.08569699,,,,
53,2014-03-25,0.08471907,0.09207401,,,,
54,2014-03-26,0.08577821,0.09106415,,,,
55,2014-03-27,0.08537069,0.08857043,,,,
56,2014-03-28,0.09160651,0.09316732,,,,
57,2014-03-31,0.09158025,0.09048585,,,,
58,2014-04-01,0.09187559,0.08773945,,,,
59,2014-04-02,0.08986555,0.08661415,,,,
60,2014-04-03,0.08987644,0.08441547,,,,
61,2014-04-04,0.09042972,0.08290049,,,,
62,2014-04-08,0.08971695,0.08068409,,,,
63,2014-04-09,0.09115396,0.08094451,,,,
64,2014-04-10,0.08725202,0.08393541,0.10765052,,0.12083581,
65,2014-04-11,0.087239,0.08708806,0.10751289,0.11496729,0.12048199,0.13266336
66,2014-04-14,0.08758419,0.08486392,0.10683457,0.11399063,0.11899696,0.13197331
67,2014-04-15,0.08735313,0.08257731,0.1068358,0.1140586,0.11883402,0.13178826
68,2014-04-16,0.08561645,0.08037186,0.10700205,0.1147501,0.11912404,0.13253798
69,2014-04-17,0.08545607,0.07957721,0.10598637,0.11338113,0.11842879,0.13241569
70,2014-04-18,0.08202993,0.07725015,0.10459098,0.11238282,0.11834793,0.13138244
71,2014-04-21,0.07592727,0.07523267,0.10177197,0.11012089,0.11586398,0.12747573
72,2014-04-22,0.07081321,0.07439775,0.08340511,0.08697873,0.09300534,0.10667232
73,2014-04-23,0.08076463,0.09200471,0.08574009,0.0850649,0.08975467,0.10583082
